Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
"Fox Hollow Homeowners Association, Inc",24268-2004,SUB,22,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Fox Ridge Property Owners Association,396-1985,REG,223,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89142,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Foxborough Homeowners Association,0218492005-8,REG,175,(702) 515-2042,Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Foxfield Community Association,8958-1996,REG,163,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Foxtail Community Association,4114462020-6,SUB,120,(702) 318-7070,Seabreeze Management Company,9205 W Russell Road #240,Las Vegas,NV,89148,Clark,SEABREEZE MANAGEMENT COMPANY,9205 w russell rd 240,seabreeze management,7023187070,seabreeze management,seabreeze management,seabreeze management,False
Francisco Villas Community Association,358-1972,REG,48,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Franklin Park Homeowners Association,0069512007-3,SUB,181,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
"Franktown Estates Homeowner Association, Inc.",4274-1994,REG,107,(775) 853-9056,Mkj Company Llc,18124 Wedge Parkway Ste 447,Reno,NV,89511,Washoe,MKJ COMPANY LLC,18124 wedge parkway,mkj,7758539056,mjk,omni community management,mjk,True
Fremont Street Loft Home Owner'S Association,0924602006-9,MSTR,70,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville Street,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
French Oaks Homeowners Association Inc,1614-1984,REG,176,(702) 433-0149,Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,LEVEL PROPERTY MANAGEMENT,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,False
Fresh Spring Drive Homeowners Association Inc,1583-1992,SUB,54,(702) 754-6313,Sierra Community Management,6280 S Valley View Blvd Ste 310,Las Vegas,NV,89118,Clark,SIERRA COMMUNITY MANAGEMENT,6280 s valley view blvd,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
Front Street Bungalows At Kiley Ranch Homeowners' Association,0802482005-5,REG,66,(775) 674-8000,Kenyon & Associates,645 Sierra Rose Dr Ste 104,Reno,NV,89511,Washoe,KENYON & ASSOCIATES,645 sierra rose dr,kenyon associate,7756748000,kenyon associate,kenyon associate,kenyon associate,False
Frontier Estates Home Owners Association,2628-1978,REG,167,(702) 851-7660,Nicklin Property Management & Investments Inc,375 N Stephanie St Ste 911B,Henderson,NV,89014,Clark,NICKLIN PROPERTY MANAGEMENT & INVESTMENTS INC,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Frontier Village Homeowners Association,0650982012-0,MSTR,111,(775) 323-4363,"Gaston Wilkerson Association Services, Inc.",1675 Robb Dr Ste 5,Reno,NV,89523,Washoe,"GASTON WILKERSON ASSOCIATION SERVICES, INC.",1675 robb dr,gaston wilkerson association service,7753234363,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,False
Frontier Village Townhomes Homeowners Association,0650962012-8,SUB,136,(775) 323-4363,"Gaston Wilkerson Association Services, Inc.",1675 Robb Dr Ste 5,Reno,NV,89523,Washoe,"GASTON WILKERSON ASSOCIATION SERVICES, INC.",1675 robb dr,gaston wilkerson association service,7753234363,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,False
Fulton Park Unit Owners' Association,0504012005-9,REG,140,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande,prime community management,7028690937,prime community management,prime community management,prime community management,False
Fusion Homeowners Association,0057192006-8,REG,57,(702) 869-0937,Prime Community Management Llc,181 N Arroyo Grande Ste 125,Henderson,NV,89074,Clark,PRIME COMMUNITY MANAGEMENT LLC,181 n arroyo grande,prime community management,7028690937,prime community management,prime community management,prime community management,False
"G. Curti Ranch And Caramella Ranch Landscape Maintenance Association, Inc.",0087932006-4,REG,703,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Gables Estates Homeowners Association,0139122011-7,REG,16,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Galena Canyon Homeowners Association,13449-1998,REG,26,(775) 853-9056,Mjk Company Llc,18124 Wedge Pkwy Ste 447,Reno,NV,89511,Washoe,MJK COMPANY LLC,18124 wedge pkwy,mjk,7758539056,mjk,mjk,mjk,False
Galena Country Estates Homeowners Association,3757-1985,REG,248,(775) 828-3664,Eugene Burger Management Corp,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe,EUGENE BURGER MANAGEMENT CORP,5011 meadowood mall way,eugene burger management,7758283664,eugene burger management,eugene burger management,eugene burger management,False
"Galena Forest Estates Homeowners Association Unit 2-E, Phase 1",1056-1991,REG,89,(775) 323-4363,"Gaston Wilkerson Association Services, Inc.",1675 Robb Dr Ste 5,Reno,NV,89523,Washoe,"GASTON WILKERSON ASSOCIATION SERVICES, INC.",1675 robb dr,gaston wilkerson association service,7753234363,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,False
Galena Forest Estates Homeowners' Association,6255-1979,REG,225,(775) 323-4363,"Gaston Wilkerson Association Services, Inc.",1675 Robb Dr Ste 5,Reno,NV,89523,Washoe,"GASTON WILKERSON ASSOCIATION SERVICES, INC.",1675 robb dr,gaston wilkerson association service,7753234363,gaston wilkerson association service,gaston wilkerson association service,gaston wilkerson association service,False
Galena Meadows Homeowners Association,32074-1999,REG,70,(775) 852-2224,Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corporate dr,equu management group,7758522224,equu management group,equu management group,equu management group,False
Galena Point Association,27994-2002,REG,190,(702) 818-4780,Shelter Management Group,Po Box 777008,Henderson,NV,89077,Clark,SHELTER MANAGEMENT GROUP,po box 777008,shelter management group,7028184780,shelter management group,shelter management group,shelter management group,False
Galena Terrace Maintenance Association Inc,14565-1996,REG,349,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Galleria By Desert Wind Community Association,0294092015-4,REG,80,(775) 853-9777,Terra West Management Services,10651 Professional Circle Ste A,Reno,NV,89521,Washoe,TERRA WEST MANAGEMENT SERVICES,10651 professional circle,terra west management service,7758539777,terra west management service,terra west management service,terra west management service,False
Gallery At The Grand Legacy Property Owners Association.,10484-1992,SUB,73,(702) 434-5890,Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,GRISWOLD REAL ESTATE MANAGEMENT,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,False
Gansberg Estates Owners Association,1722-1998,REG,10,(775) 265-3654,Ann Robar,760 Parman Ct,Gardnerville,NV,89460,Douglas,ANN ROBAR,760 parman ct,ann robar,7752653654,ann robar,ann robar,ann robar,False
Garden Glen Homeowners Association Inc,9453-1996,REG,26,(775) 782-6340,Camco,333 N Curry St Ste B,Carson City,NV,89703,Carson City,CAMCO,333 n curry st,camco,7757826340,community association management,community association management,camco,False
Garden Park Towhhouse Association,1908-1972,REG,175,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Garden Terrace Homeowners Association,20678-2002,SUB,186,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Gardens At Spanish Trail Association,2049-1987,SUB,133,(702) 367-8747,Spanish Trail Master Assn,7495 Mission Hills Dr,Las Vegas,NV,89113,Clark,SPANISH TRAIL MASTER ASSN,7495 mission hill dr,spanish trail master assn,7023678747,spanish trail master assn,spanish trail master assn,spanish trail master assn,False
Gemstone Drive Homeowners Association Inc,6468-1989,SUB,48,(702) 645-1210,Adept Management Services Inc,5550 Painted Mirage Rd Ste 320,Las Vegas,NV,89149,Clark,ADEPT MANAGEMENT SERVICES INC,5550 painted mirage rd,adept management service,7026451210,adept management service,adept management service,adept management service,False
Genevieve Court Homeowners Association,3736-2000,REG,160,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Genoa Lakes Association,3987-1993,REG,221,(702) 531-3382,Camco,P O Box 400518,Las Vegas,NV,89140,Clark,CAMCO,p o box 400518,camco,7025313382,camco,camco,camco,False
Genoa Lakes Resort Homeowners Association,0173872006-1,REG,317,(775) 626-7333,Associa Sierra North,10509 Professional Circle #200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional circle 200,associa,7756267333,associa,associa,associa,False
"Genoa Springs Homeowners Association, Inc.",4076192020-7,REG,54,(775) 687-0202,Allison Mckenzie Ltd,402 N Division St,Carson City,NV,89703,Carson City,ALLISON MCKENZIE LTD,402 n division st,allison mckenzie,7756870202,allison mckenzie,allison mckenzie,allison mckenzie,False
Georgetown West Townhouse Owner'S Association,970-1978,REG,150,(702) 405-3300,Pinnacle Community Association,9330 W. Sahara Ave Suite 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSOCIATION,9330 w sahara ave,pinnacle community association,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,True
Geyser Peak Homeowners Association,1528-2005,REG,230,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Giavanna Homeowners Association,0483842005-2,REG,393,(702) 515-2042,Thoroughbred Management,2555 West Cheyenne Avenue,Las Vegas,NV,89032,Clark,THOROUGHBRED MANAGEMENT,2555 w cheyenne ave,thoroughbred management,7025152042,thoroughbred management,thoroughbred management,thoroughbred management,False
Gilmore Bay Homeowners Association,0106712015-3,REG,29,(702) 304-9455,Nevada Community Management,9500 W Flamingo Ste 204,Las Vegas,NV,89147,Clark,NEVADA COMMUNITY MANAGEMENT,9500 w flamingo,nevada community management,7023049455,mp association management,nevada community management,nevada community management,False
Glen Manor At Virginia Lake Crossing Homeowners Association,0073002007-8,REG,83,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
"Glen Owners Association, The",15844-2002,MSTR,10,(775) 832-6604,Incline Property Management,848 Tanager St Ste M,Incline Village,NV,89451,Washoe,INCLINE PROPERTY MANAGEMENT,848 tanager st,incline property management,7758326604,incline property management,incline property management,incline property management,False
Glenbrook Cottage & Townhome Association,3238-1978,SUB,133,(775) 749-5266,Incline Property Management,Po Box 447,Glenbrook,NV,89413,Douglas,INCLINE PROPERTY MANAGEMENT,po box 447,incline property management,7757495266,incline property management,incline property management,incline property management,False
Glenbrook Estates Homeowners Association,0401772006-6,REG,69,(702) 365-6720,First Columbia Community Management Inc,Po Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,po box 28759,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Glenbrook Estates Iv Homeowners Association,0444642012-0,REG,38,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E Russell Rd Ste A,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
