Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
CANYON RIDGE HOMEOWNERS ASSOCIATION,7562-1997,SUB,65,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,the management trust,the management trust,the management trust,the management trust,755 n roop st,False
CANYON SPRINGS HOMEOWNERS ASSOCIATION,31948-2004,REG,243,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS ROAD,LAS VEGAS,NV,89131,Clark,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
CANYON TERRACE COMMUNITY ASSOCIATION,16331-2000,SUB,84,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,PO BOX 28759,LAS VEGAS,NV,89126,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CANYON TRAILS HOMEOWNERS' ASSOCIATION,8204-2001,REG,291,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
CANYON TRAILS II HOMEOWNERS' ASSOCIATION,23274-2002,REG,74,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3720 W OQUENDO RD STE 101,LAS VEGAS,NV,89118,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
CANYON VIEW HOMEOWNERS ASSOCIATION,0539622014-4,REG,58,(702) 430-4766,C/O LAS VEGAS COMMUNITY MANAGEMENT GROUP,2850 W HORIZON RIDGE PKWY STE 200,LAS VEGAS,NV,89052,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
CANYON VISTA ESTATES HOMEOWNERS ASSOCIATION,20300-2000,REG,9,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,6605 GRAND MONTECITO PKWY STE 100,LAS VEGAS,NV,89149,Clark,nevada community management,nevada community management,nevada community management,nevada community management,9500 w flamingo rd,False
CANYON WILLOW OWNERS ASSOCIATION,13114-1993,REG,720,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
CANYON WILLOW PECOS OWNERS' ASSOCIATION,13764-1996,REG,133,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT LLC,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,sierra community management,sierra community management,sierra community management,sierra community management,8020 w sahara ave,False
CANYON WILLOW TROP OWNERS' ASSOCIATION,4699-1998,REG,468,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
CANYON WILLOW WEST OWNERS' ASSOCIATION,4528-1994,REG,70,(702) 368-4637,C/O ELITE HOA MANAGEMENT INC,"8425 W FLAMINGO RD, STE. 1",LAS VEGAS,NV,89147,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
CANYONS COMMUNITY ASSOCIATION,0122312017-7,REG,115,(702) 868-0900,"C/O ASSURED REAL ESTATE, INC.",P.O. BOX 530778,HENDERSON,NV,89053,Clark,apogee management,apogee management,apogee management,apogee management,4775 w teco ave,False
CANYONS EDGE HOMES OWNERS' ASSOCIATION,0492592006-3,REG,44,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimmaron rd,False
CANYONS ESTATES HOMEOWNERS' ASSOCIATION,0374782006-3,REG,102,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
"CANYONS HOMEOWNERS ASSOCIATION, THE",0046222017-3,REG,148,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD UNIT 204,LAS VEGAS,NV,89147,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
"CANYONS MESQUITE VISTAS HOMEOWNERS ASSOCIATION, THE",6607-1995,SUB,58,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD STE 200,MESQUITE,NV,89027,Clark,the management trust,the management trust,the management trust,the management trust,9437 double diamond pkwy,False
CAPAROLA AT SOUTHERN HIGHLANDS HOMEOWNERS ASSOCIATION,22139-2002,SUB,165,(702) 361-6640,C/O OLYMPIA MANAGEMENT SERVICES,"11411 SOUTHERN HIGHLANDS PKWY, SUITE 100",LAS VEGAS,NV,89141,Clark,terra west management service,terra west management service,terra west management service,reno property management,1575 delucchi lane,False
CAPELLA HOMEOWNERS ASSOCIATION,0081442006-9,REG,216,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 NORTH PECOS RD STE 100,HENDERSON,NV,89074,Clark,associa,associa,associa,associa,10509 professional cir,False
CAPELLA POINTE HOMEOWNERS ASSOCIATION,0501212018-5,SUB,164,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,seabreeze management,seabreeze management,seabreeze management,seabreeze management,8329 w sunset,False
CAPISTRANO AT SEVEN HILLS HOMEOWNERS ASSOCIATION,24087-1996,SUB,191,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
CAPISTRANO HOMEOWNERS ASSOCIATION,0540902006-1,REG,159,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
CAPISTRANO IN THE PASEOS HOMEOWNERS' ASSOCIATION,0390722014-7,SUB,112,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,olympia management service,olympia management service,,olympia management service,11411 southern highland,False
CAPISTRANO VILLAGE HOMEOWNERS ASSOCIATION,1941-1985,REG,78,(702) 434-5890,C/O GRISWOLD REAL ESTATE MANAGEMENT,3260 FOUNTAIN FALLS WAY STE 1026,N LAS VEGAS,NV,89032,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
CAPITAL VILLAGE HOMEOWNERS ASSOCIATION,0253752005-3,REG,135,(775) 230-8531,"C/O ANCHOR MANAGEMENT AND CONSULTING, LLC",2320 S CARSON ST SUITE 3,CARSON CITY,NV,89701,Carson City,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
CAPRI @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,151,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 3RD FL,LAS VEGAS,NV,89135,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
CAPRI UNIT 2 HOMEOWNERS ASSOCIATION,2043-2000,REG,24,(702) 385-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,the management trust,the management trust,the management trust,the management trust,8485 w sunset rd,False
CAPRIANA HOMEOWNERS ASSOCIATION,33983032023-5,REG,8,(702) 228-0720,,9225 W FLAMINGO ROAD SUITE 190,LAS VEGAS,NV,89147,Clark,,,,,,
CARA VELLA @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,71,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801W CHARLESTON BLVD 3RD FL,LAS VEGAS,NV,89135,Clark,nevada community management,nevada community management,nevada community management,nevada community management,704 w nye ln,False
CAREY AVENUE HOMEOWNERS ASSOCIATION,15688-2001,REG,98,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CARINA & POLARIS POINTE HOMEOWNERS ASSOCIATION,0413132018-8,SUB,191,(702) 430-4766,C/O LAS VEGAS COMMUNITY MANAGEMENT GROUP,2850 W HORIZON RIDGE PKWY STE 200,HENDERSON,NV,89052,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
CARLISLE HOMEOWNERS ASSOCIATION,662-2005,SUB,274,(702) 433-0149,C/O LEVEL PROPERTY MANAGEMENT,8966 SPANISH RIDGE AVE STE 100,LAS VEGAS,NV,89148,Clark,camco,camco,camco,camco,po box 400518,False
CARLISLE MAINTENANCE ASSOCIATION,0507732005-8,REG,120,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
CARMEL CANYON HOMEOWNERS' ASSOCIATION,252-2004,REG,172,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
CARMEL CLIFFS COMMUNITY ASSOCIATION,11961952021-8,SUB,75,(949) 672-9087,C/O SEABREEZE MANAGEMENT COMPANY,8329 W SUNSET RD STE 270,LAS VEGAS,NV,89113,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
"CARMEL COVE HOMEOWNERS ASSOCIATION, INC.",0013012006-6,REG,60,(702) 405-3300,C/O PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 W. SAHARA AVE STE 210,LAS VEGAS,NV,89117,Clark,capital consultant management,capital consultant management,,capital consultant management,8090 blue diamond rd,False
CARMEL RIDGE ASSOCIATION,11322-2004,REG,96,(702) 982-2587,C/O NEVADA'S FINEST PROPERTIES LLC,3568 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,hoamco,hoamco,hoamco,hoamco,5454 reno corporate dr 100,False
"CARMELS AT SPANISH TRAIL ASSOCIATION, THE",1643-1989,SUB,87,(702) 367-8747,C/O THE SPANISH TRAIL MASTER ASSOCIAITON,7495 MISSION HILLS DR,LAS VEGAS,NV,89113,Clark,reno property management,reno property management,firstservice residential nevada,reno property management,1575 delucchi lane,False
CARNEGIE HEIGHTS HOMEOWNERS ASSOCIATION,21106-2004,REG,46,(702) 430-4766,C/O LAS VEGAS COMMUNITY MANAGEMENT GROUP,2850 W HORIZON RIDGE PKWY STE 200,HENDERSON,NV,89052,Clark,incline property management,incline property management,incline property management,incline property management,1789 e college parkway,False
CARNEGIE HILLS HOMEOWNERS ASSOCIATION,6320-2003,REG,47,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,710 CORONADO CENTER DRIVE UNIT 120,HENDERSON,NV,89052,Clark,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley parkway 821,False
CARRIAGE CLUB @ GREEN VALLEY RANCH,SAME AS MASTER,SAM,96,,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,performance cam,performance cam,performance cam,performance cam,5135 camino al norte,False
CARRIAGE HILLS HOMEOWNERS ASSOCIATION,14081-2000,REG,108,(702) 851-7600,C/O NICKLIN COMMUNITY MANAGEMENT,375 N STEPHANIE ST STE 911,HENDERSON,NV,89014,Clark,adept management service,adept management service,adept management service,adept management service,7495 w azure drive,False
CARRIAGE HOUSE HOMEOWNERS ASSOCIATION,6437-1987,REG,130,(775) 674-8000,C/O KENYON & ASSOCIATES,645 SIERRA ROSE DR STE 104,RENO,NV,89511,Washoe,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
CARRIAGE LANE HOMEOWNERS ASSOCIATION,15375-1998,SUB,73,(702) 992-7211,C/O DESERT LIVING INC,"8925 S PECOS ROAD, STE 15A",HENDERSON,NV,89074,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CARRIAGE PARK COMMUNITY ASSOCIATION,33388-2000,REG,119,(702) 395-2399,C/O TRITON HOA SERVICES LLC,10501 W GOWAN RD STE 260,LAS VEGAS,NV,89129,Clark,incline property management,incline property management,incline property management,incline property management,848 tanager st,False
CARRIAGE PARK VILLAS HOMEOWNERS' ASSOCIATION,7942-1983,REG,92,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
"CARSON AIR GROUP, INC.",18568-1999,REG,38,(775) 298-7988,C/O INCLINE PROPERTY MANAGEMENT,1789 E COLLEGE PKWY SUITE 128,CARSON CITY,NV,89706,Carson City,camco,camco,camco,camco,po box 400518,False
CARSON RANCH EAST HOMEOWNERS ASSOCIATION,0353112006-9,REG,161,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,8020 W. SAHARA SUITE 260,LAS VEGAS,NV,89117,Clark,camco,camco,camco,camco,po box 400518,False
CARSON RANCH WEST HOMEOWNERS ASSOCIATION,36023-2004,REG,130,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,8020 W SAHARA AVE STE 260,LAS VEGAS,NV,89117,Clark,adept management service,adept management service,adept management service,adept management service,7495 w azure dr,False
CARSON RIVER ESTATES LIMITED PURPOSE ASSOCIATION,0798202007-8,REG,87,(778) 826-8092,C/O CONTROLLED RESOURCES MANAGEMENT GROUP,83 CONTINENTAL DR STE. B,RENO,NV,89509,Washoe,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
"CARSON VILLAS HOMEOWNER ASSOCIATION, INC",0446122005-1,REG,46,(775) 392-4863,C/O THE MANAGEMENT TRUST,755 N ROOP ST STE 106,CARSON CITY,NV,89701,Carson City,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
CASA BELLA COMMUNITY ASSOCIATION,13752972021-6,REG,74,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,4775 W TECO AVE SUITE 130,LAS VEGAS,NV,89118,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave,False
CASA BELLA ESTATES OWNERS' ASSOCIATION,12966-2002,REG,9,(702) 379-5533,,2280 CASA BELLA CT.,LAS VEGAS,NV,89117,Clark,,,,,,
CASA GRANDE HOMEOWNERS ASSOCIATION,0041752006-8,REG,52,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
CASA MESA VILLAS HOMEOWNERS ASSOCIATION,4994-1985,REG,196,(702)458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVE,LAS VEGAS,NV,89123,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
CASA PALERMO 20N HOMEOWNERS ASSOCIATION,0182572006-6,SUB,37,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,associa,associa,associa,associa,7670 w lake mead blvd,False
CASA REALI HOMEOWNERS ASSOCIATION,14683-1993,REG,41,(702) 835-6904,C/O THE MANAGEMENT TRUST,8485 W SUNSET RD STE 100,LAS VEGAS,NV,89113,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
CASA ROSA HOMEOWNERS ASSOCIATION,14920-2004,SUB,84,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,9500 W FLAMINGO RD STE 204,LAS VEGAS,NV,89147,Clark,camco,camco,camco,camco,333 n curry st,False
CASA/VILLA PALERMO HOMEOWNERS ASSOCIATION,19002-2004,SUB,77,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 WEST LAKE MEAD BLVD SUITE 100,LAS VEGAS,NV,89128,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
CASABLANCA HOMEOWNERS ASSOCIATION,6629-1981,REG,160,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,8020 W SAHARA AVE STE 260,LAS VEGAS,NV,89117,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
CASAZZA RANCH ESTATES HOMEOWNERS ASSOCIATION UNIT 6,5574-2001,REG,30,(775) 223-5858,,3495 LAKESIDE DR UNIT 1185,RENO,NV,89509,Washoe,,,,,,
CASCADE AT MOUNTAINS EDGE HOMEOWNERS ASSOCIATION,0896022005-3,SUB,107,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
CASCADE BAY HOMEOWNERS ASSOCIATION,0421592013-7,REG,79,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON RD STE 200,LAS VEGAS,NV,89113,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
"CASCADE HOMEOWNERS ASSOCIATION, INC.",16383-2003,REG,238,(702) 767-9993,C/O EPIC ASSOCIATION MANAGEMENT,8712 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
CASCADE MANOR HOMEOWNERS ASSOCIATION,10395002020-3,REG,32,(702) 462-9281,C/O APOGEE MANAGEMENT CORPORATION,"4775 W TECO AVE, SUITE 130",LAS VEGAS,NV,89118,Clark,camco,camco,camco,camco,po box 400518,False
CASCADES HOMEOWNERS ASSOCIATION,13339212021-3,SUB,54,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMMARON RD SUITE 200,LAS VEGAS,NV,89113,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
"CASCADES OWNERS ASSOCIATION, INC., THE",14056-2001,SUB,29,(702) 345-2200,C/O COLONIAL PROPERTY MANAGEMENT,736 W PIONEER BLVD UNIT 200,MESQUITE,NV,89027,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
CASCINA RANCH COMMUNITY ASSOCIATION,12194622021-9,REG,36,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,colonial property management,colonial property management,colonial property management,colonial property management,736 w pioneer blvd,False
CASITAS DE LA SIERRA HOMEOWNERS ASSOCIATION,13320-1999,REG,62,(775) 284-4788,C/O THE MANAGEMENT TRUST,9437 DOUBLE DIAMOND PKWY STE 17,RENO,NV,89521,Washoe,equu management group,equu management group,equu management group,equu management group,5480 reno corporate dr,False
CASITAS ON THE GREEN HOMEOWNERS' ASSOCIATION,7943-2003,REG,142,(775) 853-9777,C/O TERRA WEST MANAGEMENT SERVICES,"1575 DELUCCHI LANE, SUITE 103",RENO,NV,89502,Washoe,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley pkwy 821,False
CASOLEIL HOMEOWNERS' ASSOCIATION,0195162006-2,REG,115,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,westward360,westward360,westward360,westward360,3265 n ft apache rd,False
