Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Las Vegas Cay Club Homeowners' Association,0492242005-1,REG,360.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Madison Grove Homeowners Association,0069502007-2,SUB,124.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Mission Pointe Homeowners Association,16496-2001,REG,248.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Monterey At The Las Vegas Country Club Homeowners' Association,23167-2004,SUB,551.0,(702) 433-0149, Level Property Management,"8966 Spanish Ridge Ave., Suite100",Las Vegas,NV,89148,Clark,8966 spanish ridge ave suite100,level property management,7024330149,level property management,level property management,level property management,level property management
Parkway Villas Owners Association,1445-1977,REG,428.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
"Peaks Homeowners' Association, The",16470-2003,REG,533.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Pebble Creek Village Homeowners' Association,168-2005,REG,196.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Regency At The Lakes Homeowners Association,23573-2004,REG,180.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Sagecreek Homeowners Association,21381-1996,REG,230.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Segovia Community Association,0279912014-4,SUB,127.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave #100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave 100,level property management,7024330149,level property management,level property management,level property management,level property management
Sevilla Homeowners Association,0273722006-5,REG,128.0,(702) 433-0149, Level Property Management,"8966 Spanish Ridge Ave., Suite100",Las Vegas,NV,89148,Clark,8966 spanish ridge ave suite100,level property management,7024330149,level property management,level property management,level property management,level property management
Shadow Mountain Ranch Community Association,21861-2000,REG,847.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Avenue Suite 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Summertrail Owners' Association,11667-1995,SUB,112.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Tournament Hills Community Association,9423-1991,SUB,134.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Trail Ridge Community Association,0079112006-6,REG,210.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
"Village At Karen Homeowners Association, The",14128-2003,REG,328.0,(702) 433-0149, Level Property Management,"8966 Spanish Ridge Avenue, Suite 100",Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
West Sahara Community Association,1843-1985,MSTR,1489.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Westwood Community Association,7351-2003,SUB,105.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
"Willows Homeowners' Association, The",0018732007-8,REG,452.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
X-It Homeowners' Association,0239232006-4,REG,178.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Yellowstone Homeowners Association,34810-2004,SUB,1200.0,(702) 433-0149, Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,level property management
Artesian Homeowners Association,0024732017-8,REG,32.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way #1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way 1026,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Capistrano Village Homeowners Association,1941-1985,REG,78.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Cherry And Mcgill Homeowners Association,1637272019-5,REG,50.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Unit 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Dominion Estates Property Owner'S Association,0240252005-8,REG,11.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
El Mar Plaza Owners Association,7875-1989,REG,32.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Eldora Estates Homeowners Association,0146602007-8,REG,10.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Gallery At The Grand Legacy Property Owners Association.,10484-1992,SUB,73.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Greentree Homeowners Association,5696-1980,REG,70.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall wy,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Heritage Square Association Inc,987-1970,REG,126.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way #1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way 1026,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Jonathan'S Glen Ii Homeowners' Association,4675-1990,REG,43.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Way Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall way,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
Paradise Greens Homeowners Association,28909-1997,REG,19.0,(702) 434-5890, Griswold Real Estate Management,3260 Fountain Falls Wy Ste 1026,N Las Vegas,NV,89032,Clark,3260 fountain fall wy,griswold real estate management,7024345890,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management
